conversation_id,conversation_text,attribute_count_normalized,average_specificity,maximum_specificity,high_specificity_ratio,sensitive_category_count_normalized,uniqueness_risk,risk_score,risk_level,attributes_json,contextual_indicators_json
ml_conv_0178,Yesterday I mentioned that I am young adult; I have asthma; I work as a shopkeeper; I have ₹50 lakh debt; the relevant date is 14 March 2026.,1.0,0.538,0.81,0.2,0.4,0,4.281111,MEDIUM,"[{""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.81, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.63, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""shopkeeper"", ""specificity"": 0.48, ""confidence"": 0.89, ""source_message_id"": 3}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.38, ""confidence"": 0.97, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.39, ""confidence"": 0.94, ""source_message_id"": 3}]",[]
ml_conv_0179,"For context, I am the only person matching these details: I identify as woman; my contact is a phone ending in 4421.",0.4,0.77,0.82,1.0,0.0,1.0,6.555556,MEDIUM,"[{""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.72, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.82, ""confidence"": 0.99, ""source_message_id"": 1}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0180,"For context, my contact is a phone ending in 4421.",0.2,0.45,0.45,0.0,0.0,0,1.472222,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.45, ""confidence"": 0.98, ""source_message_id"": 1}]",[]
ml_conv_0181,My situation is that my contact is a phone ending in 4421.,0.2,0.23,0.23,0.0,0.0,0,0.861111,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.23, ""confidence"": 0.9, ""source_message_id"": 1}]",[]
ml_conv_0182,"For context, my contact is a mobile number; I visited health centre. The appointment was recorded in the local clinic register.",0.4,0.7849999999999999,0.88,0.5,0.0,0,3.616667,MEDIUM,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.88, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.69, ""confidence"": 0.88, ""source_message_id"": 1}]",[]
ml_conv_0183,My situation is that I live in Village X; the relevant date is this week; I visited health centre.,0.6,0.51,0.65,0.0,0.0,0.6,3.65,MEDIUM,"[{""type"": ""LOCATION"", ""value"": ""Village X"", ""specificity"": 0.65, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.35, ""confidence"": 0.98, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.53, ""confidence"": 0.88, ""source_message_id"": 3}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0184,Here are some details: my contact is a phone ending in 4421; the relevant date is 14 March 2026; I have rare neurological disorder; I identify as woman; I have a government identification number.,1.0,0.46399999999999997,0.62,0.0,0.2,0,3.104444,LOW,"[{""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.35, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.39, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""rare neurological disorder"", ""specificity"": 0.43, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.53, ""confidence"": 0.97, ""source_message_id"": 4}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.62, ""confidence"": 0.9, ""source_message_id"": 4}]",[]
ml_conv_0185,A few details about me: I have health problems; I have ₹50 lakh debt. After work I walked through the park and called a friend.,0.4,0.28,0.31,0.0,0.4,0,2.161111,LOW,"[{""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.31, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.25, ""confidence"": 0.9, ""source_message_id"": 1}]",[]
ml_conv_0186,Here are some details: I am the only person matching these details: the relevant date is 2 January 2025; my contact is a mobile number; I have a government identification number. The appointment was recorded in the local clinic register.,0.6,0.7200000000000001,0.82,0.3333333333333333,0.0,1.0,5.611111,MEDIUM,"[{""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.82, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.68, ""confidence"": 0.98, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.66, ""confidence"": 0.96, ""source_message_id"": 2}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0187,"Here are some details: I am adult. The bus was late, so I listened to music while waiting.",0.2,0.55,0.55,0.0,0.0,0,1.75,LOW,"[{""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.55, ""confidence"": 0.91, ""source_message_id"": 1}]",[]
ml_conv_0188,My situation is that I am the only person matching these details: the relevant date is yesterday; I live in Karnataka; I have health problems; I visited health centre; I am young adult; I identify as nonbinary adult; I have a government identification number. I had already discussed the matter with the district office.,1.0,0.8028571428571428,0.95,0.8571428571428571,0.2,1.0,7.681746,HIGH,"[{""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.75, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.79, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.73, ""confidence"": 0.97, ""source_message_id"": 3}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.82, ""confidence"": 0.93, ""source_message_id"": 4}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.89, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.95, ""confidence"": 0.91, ""source_message_id"": 4}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.69, ""confidence"": 0.92, ""source_message_id"": 1}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0189,"Yesterday I mentioned that the relevant date is 14 March 2026. It was a quiet day with errands, tea, and a little television.",0.2,0.13,0.13,0.0,0.0,0,0.583333,LOW,"[{""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.13, ""confidence"": 0.91, ""source_message_id"": 1}]",[]
ml_conv_0190,"For context, I am the only person matching these details: I visited health centre; I am adult; I have health problems; I work as a student; the relevant date is 14 March 2026.",1.0,0.776,0.96,0.6,0.2,1.0,7.24,HIGH,"[{""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.72, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.69, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.84, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""student"", ""specificity"": 0.96, ""confidence"": 0.92, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.67, ""confidence"": 0.95, ""source_message_id"": 4}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0191,Yesterday I mentioned that I visited district clinic. After work I walked through the park and called a friend.,0.2,0.52,0.52,0.0,0.0,0,1.666667,LOW,"[{""type"": ""FACILITY"", ""value"": ""district clinic"", ""specificity"": 0.52, ""confidence"": 0.97, ""source_message_id"": 1}]",[]
ml_conv_0192,"For context, I live in India; the relevant date is this week; I visited City Hospital; I am young adult.",0.8,0.72,0.84,0.5,0.0,0,3.922222,MEDIUM,"[{""type"": ""LOCATION"", ""value"": ""India"", ""specificity"": 0.66, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.84, ""confidence"": 0.98, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.78, ""confidence"": 0.91, ""source_message_id"": 3}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.6, ""confidence"": 0.91, ""source_message_id"": 2}]",[]
ml_conv_0193,Here are some details: I am the only person matching these details: I identify as woman; I work as a farm worker; my family includes single parent; the relevant date is this week; I am 29. Only a few people in the area know these details about me.,1.0,0.786,0.91,0.6,0.2,1.0,7.167778,HIGH,"[{""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.86, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.84, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.66, ""confidence"": 0.94, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.66, ""confidence"": 0.91, ""source_message_id"": 3}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.91, ""confidence"": 0.98, ""source_message_id"": 3}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0194,A few details about me: the relevant date is 2 January 2025; I work as a teacher; I have rare neurological disorder; I am 34.,0.8,0.59,0.78,0.25,0.2,0,3.705556,MEDIUM,"[{""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.78, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.49, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""rare neurological disorder"", ""specificity"": 0.66, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.43, ""confidence"": 0.89, ""source_message_id"": 3}]",[]
ml_conv_0195,A few details about me: I am the only person matching these details: I identify as woman; I work as a farm worker; I have a government identification number; the relevant date is yesterday; I have a rare blood disorder.,1.0,0.8699999999999999,0.99,1.0,0.2,1.0,8.061111,HIGH,"[{""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.85, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.99, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.85, ""confidence"": 0.95, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.88, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.78, ""confidence"": 0.91, ""source_message_id"": 3}]","[{""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0196,A few details about me: I am 34; I live in Bengaluru; my contact is a phone ending in 4421; I identify as man.,0.8,0.59,0.75,0.5,0.0,0,3.627778,MEDIUM,"[{""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.54, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.7, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.75, ""confidence"": 0.99, ""source_message_id"": 3}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.37, ""confidence"": 0.9, ""source_message_id"": 1}]",[]
ml_conv_0197,My situation is that I am the only person matching these details: my family includes two children; my contact is a mobile number; I have a ration card; I visited district clinic; I have health problems.,1.0,0.8099999999999999,0.93,1.0,0.4,1.0,8.338889,HIGH,"[{""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.88, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.77, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.76, ""confidence"": 0.96, ""source_message_id"": 3}, {""type"": ""FACILITY"", ""value"": ""district clinic"", ""specificity"": 0.93, ""confidence"": 0.92, ""source_message_id"": 3}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.71, ""confidence"": 0.95, ""source_message_id"": 3}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0198,"My situation is that I am 41; I have a rare blood disorder. It was a quiet day with errands, tea, and a little television.",0.4,0.46,0.53,0.0,0.2,0,2.283333,LOW,"[{""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.39, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.53, ""confidence"": 0.94, ""source_message_id"": 1}]",[]
ml_conv_0199,A few details about me: I am the only person matching these details: my family includes parent; my contact is a mobile number; I live in Bengaluru. I had already discussed the matter with the district office.,0.6,0.7866666666666666,0.83,1.0,0.2,1.0,7.257407,HIGH,"[{""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.83, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.83, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.7, ""confidence"": 0.93, ""source_message_id"": 1}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0200,Yesterday I mentioned that I work as a software engineer; I have a rare blood disorder; I have financial difficulty.,0.6,0.61,0.85,0.3333333333333333,0.4,0,4.205556,MEDIUM,"[{""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.4, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.58, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.85, ""confidence"": 0.89, ""source_message_id"": 1}]",[]
ml_conv_0201,A few details about me: I am 29; I work as a farm worker; my contact is a mobile number; the relevant date is this week; I visited PHC Y; my family includes elderly dependent; I have a small loan.,1.0,0.8285714285714285,0.98,0.8571428571428571,0.4,0.44999999999999996,6.98254,HIGH,"[{""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.92, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.65, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.89, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.98, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.86, ""confidence"": 0.89, ""source_message_id"": 3}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.72, ""confidence"": 0.98, ""source_message_id"": 4}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.78, ""confidence"": 0.91, ""source_message_id"": 1}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}]"
ml_conv_0202,Yesterday I mentioned that I am the only person matching these details: my family includes parent; I work as a teacher; I visited PHC Y; the relevant date is yesterday; I have health problems; I identify as woman.,1.0,0.8133333333333334,1.0,0.8333333333333334,0.4,1.0,8.181481,HIGH,"[{""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.87, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.81, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 1.0, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.71, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.81, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.68, ""confidence"": 0.96, ""source_message_id"": 4}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
